id,splitOnRecType,displayMode,splitOnExperimentDate,rotation,celllabel,seed,splitOnDelTag,centerSigma,MeanRespOn,SEM,nodeid,leafid
18,"inh","flash","2017/02/07",225,"Cell2",1,"keep",30,-61.4357618430124,19.0360609125926,7,18
19,"cell-attach","flash","2017/02/07",270,"Cell2",1,"keep",30,0.638201502829337,0.370611976704041,7,19
20,"exc","flash","2017/02/07",270,"Cell2",1,"keep",30,-5.48643994500503,0.783124605541882,7,20
21,"inh","flash","2017/02/07",270,"Cell2",1,"keep",30,-6.66434632562754,24.3732248938987,7,21
22,"cell-attach","flash","2017/02/07",315,"Cell2",1,"keep",30,0.0456446084198822,0.555351522271212,7,22
23,"exc","flash","2017/02/07",315,"Cell2",1,"keep",30,-7.71970830128114,0.811753141624894,7,23
24,"inh","flash","2017/02/07",315,"Cell2",1,"keep",30,-73.0041269608362,19.1261229605487,7,24
25,"cell-attach","flash","2017/02/07",0,"Cell2",4,"keep",30,0,0,7,25
26,"exc","flash","2017/02/07",0,"Cell2",4,"keep",30,-5.41098127518592,1.73130497963888,7,26
27,"inh","flash","2017/02/07",0,"Cell2",4,"keep",30,-64.7290438058373,18.1587410231035,7,27
28,"cell-attach","flash","2017/02/07",45,"Cell2",4,"keep",30,-1.00214797606212,1.00214797606212,7,28
29,"exc","flash","2017/02/07",45,"Cell2",4,"keep",30,-11.9084519589955,6.30891377816752,7,29
30,"inh","flash","2017/02/07",45,"Cell2",4,"keep",30,-96.4322333448485,19.452068896818,7,30
31,"cell-attach","flash","2017/02/07",90,"Cell2",4,"keep",30,0,0,7,31
32,"exc","flash","2017/02/07",90,"Cell2",4,"keep",30,-11.0781988211331,0.763775631431157,7,32
33,"inh","flash","2017/02/07",90,"Cell2",4,"keep",30,-39.0857317259996,16.5084816543964,7,33
34,"cell-attach","flash","2017/02/07",135,"Cell2",4,"keep",30,0,0,7,34
35,"exc","flash","2017/02/07",135,"Cell2",4,"keep",30,-5.76972855237424,1.4510546256233,7,35
36,"inh","flash","2017/02/07",135,"Cell2",4,"keep",30,-39.2403743120572,16.0892043435385,7,36
37,"cell-attach","flash","2017/02/07",180,"Cell2",4,"keep",30,0,0,7,37
38,"exc","flash","2017/02/07",180,"Cell2",4,"keep",30,-5.82234166561622,1.27170174541434,7,38
39,"inh","flash","2017/02/07",180,"Cell2",4,"keep",30,-88.9195274062898,42.1390937285493,7,39
40,"cell-attach","flash","2017/02/07",225,"Cell2",4,"keep",30,0,0,7,40
41,"exc","flash","2017/02/07",225,"Cell2",4,"keep",30,-6.16095850858477,1.0076783798639,7,41
42,"inh","flash","2017/02/07",225,"Cell2",4,"keep",30,-99.6798645214957,24.9276852615994,7,42
43,"cell-attach","flash","2017/02/07",270,"Cell2",4,"keep",30,0,0,7,43
44,"exc","flash","2017/02/07",270,"Cell2",4,"keep",30,-12.2936018178813,2.95996964265892,7,44
45,"inh","flash","2017/02/07",270,"Cell2",4,"keep",30,-66.9322994088604,19.7968886300237,7,45
46,"cell-attach","flash","2017/02/07",315,"Cell2",4,"keep",30,0,0,7,46
47,"exc","flash","2017/02/07",315,"Cell2",4,"keep",30,-6.70244803190349,0.464630448845996,7,47
48,"inh","flash","2017/02/07",315,"Cell2",4,"keep",30,-84.6214287146806,30.0080203701125,7,48
1,"cell-attach","flash","2017/02/28",0,"Cell",1,"keep",40,9.06338365418145,5.85029907116798,8,1
2,"exc","flash","2017/02/28",0,"Cell",1,"keep",40,-224.952302579455,4.97162115665094,8,2
3,"inh","flash","2017/02/28",0,"Cell",1,"keep",40,266.428634558651,10.6120152956897,8,3
4,"cell-attach","flash","2017/02/28",45,"Cell",1,"keep",40,11.2167810394653,7.65483628366399,8,4
5,"exc","flash","2017/02/28",45,"Cell",1,"keep",40,-229.969893397881,6.8535484554933,8,5
6,"inh","flash","2017/02/28",45,"Cell",1,"keep",40,226.423357168024,12.5586906981598,8,6
7,"cell-attach","flash","2017/02/28",90,"Cell",1,"keep",40,10.2096847023076,6.39695268110233,8,7
8,"exc","flash","2017/02/28",90,"Cell",1,"keep",40,-226.292704242128,4.47853104860721,8,8
9,"inh","flash","2017/02/28",90,"Cell",1,"keep",40,204.162610526251,32.3550732338085,8,9
10,"cell-attach","flash","2017/02/28",135,"Cell",1,"keep",40,11.0552409583315,7.70181379944708,8,10
11,"exc","flash","2017/02/28",135,"Cell",1,"keep",40,-238.31230446968,5.20121422274827,8,11
12,"inh","flash","2017/02/28",135,"Cell",1,"keep",40,293.82292349489,16.1115825228662,8,12
13,"cell-attach","flash","2017/02/28",180,"Cell",1,"keep",40,10.4649958863259,5.64947143849473,8,13
14,"exc","flash","2017/02/28",180,"Cell",1,"keep",40,-196.992601686884,7.1213541647325,8,14
15,"inh","flash","2017/02/28",180,"Cell",1,"keep",40,297.270720127494,11.6923206673434,8,15
16,"cell-attach","flash","2017/02/28",225,"Cell",1,"keep",40,10.4921650635675,5.19094210740686,8,16
17,"exc","flash","2017/02/28",225,"Cell",1,"keep",40,-194.758701911842,3.32917314899725,8,17
18,"inh","flash","2017/02/28",225,"Cell",1,"keep",40,276.056989897467,11.9803503059774,8,18
19,"cell-attach","flash","2017/02/28",270,"Cell",1,"keep",40,11.4661769249967,6.27763659233664,8,19
20,"exc","flash","2017/02/28",270,"Cell",1,"keep",40,-222.577898764909,6.62920000587973,8,20
21,"inh","flash","2017/02/28",270,"Cell",1,"keep",40,305.339910898417,15.6813196288169,8,21
22,"cell-attach","flash","2017/02/28",315,"Cell",1,"keep",40,13.6552108661675,9.11248175185623,8,22
23,"exc","flash","2017/02/28",315,"Cell",1,"keep",40,-235.192513005648,5.57788191827277,8,23
24,"inh","flash","2017/02/28",315,"Cell",1,"keep",40,290.220745277655,10.731651526816,8,24
25,"cell-attach","flash","2017/02/28",0,"Cell",1,"keep",60,18.8311516355311,15.3741501307828,8,25
26,"cell-attach","flash","2017/02/28",45,"Cell",1,"keep",60,12.4525611646111,9.16905819704159,8,26
27,"cell-attach","flash","2017/02/28",90,"Cell",1,"keep",60,18.5701802864711,14.7112495767673,8,27
28,"cell-attach","flash","2017/02/28",135,"Cell",1,"keep",60,14.8476428124517,10.0381264994156,8,28
29,"cell-attach","flash","2017/02/28",180,"Cell",1,"keep",60,16.3254156715393,11.2167013137358,8,29
30,"cell-attach","flash","2017/02/28",225,"Cell",1,"keep",60,14.3893503439892,8.52527063937033,8,30
31,"cell-attach","flash","2017/02/28",270,"Cell",1,"keep",60,19.561427240388,11.8038888563676,8,31
32,"cell-attach","flash","2017/02/28",315,"Cell",1,"keep",60,18.0990916675525,12.5167663298095,8,32
33,"cell-attach","flash","2017/02/28",0,"Cell",4,"keep",40,15.4799635558072,13.1620120281505,8,33
34,"exc","flash","2017/02/28",0,"Cell",4,"keep",40,-231.589997000065,8.60977597753178,8,34
35,"inh","flash","2017/02/28",0,"Cell",4,"keep",40,192.719833189837,22.8563303327738,8,35
36,"cell-attach","flash","2017/02/28",45,"Cell",4,"keep",40,14.702418862429,11.75965800645,8,36
37,"exc","flash","2017/02/28",45,"Cell",4,"keep",40,-209.933907444517,5.36212517676608,8,37
38,"inh","flash","2017/02/28",45,"Cell",4,"keep",40,223.600261126033,32.0844225091127,8,38
39,"cell-attach","flash","2017/02/28",90,"Cell",4,"keep",40,19.6269911041692,16.7763442261878,8,39
40,"exc","flash","2017/02/28",90,"Cell",4,"keep",40,-254.981987374529,9.15041163749677,8,40
41,"inh","flash","2017/02/28",90,"Cell",4,"keep",40,168.541923929979,18.8857648301399,8,41
42,"cell-attach","flash","2017/02/28",135,"Cell",4,"keep",40,14.269144628967,11.8994602889992,8,42
43,"exc","flash","2017/02/28",135,"Cell",4,"keep",40,-275.168866131988,9.07779869906808,8,43
44,"inh","flash","2017/02/28",135,"Cell",4,"keep",40,180.242255505362,25.4014904149671,8,44
45,"cell-attach","flash","2017/02/28",180,"Cell",4,"keep",40,15.1715582586702,13.2661663770997,8,45
46,"exc","flash","2017/02/28",180,"Cell",4,"keep",40,-235.95568920408,5.53242590773676,8,46
47,"inh","flash","2017/02/28",180,"Cell",4,"keep",40,187.003810774928,24.9401642674959,8,47
48,"cell-attach","flash","2017/02/28",225,"Cell",4,"keep",40,10.4227385688297,7.46610818463689,8,48
49,"exc","flash","2017/02/28",225,"Cell",4,"keep",40,-214.276233217289,6.43263439601274,8,49
50,"inh","flash","2017/02/28",225,"Cell",4,"keep",40,165.405357628595,20.9599920565708,8,50
51,"cell-attach","flash","2017/02/28",270,"Cell",4,"keep",40,17.9053735700767,14.5747690747117,8,51
52,"exc","flash","2017/02/28",270,"Cell",4,"keep",40,-247.57134205277,6.59066171326414,8,52
53,"inh","flash","2017/02/28",270,"Cell",4,"keep",40,182.584941789628,20.9887092144298,8,53
54,"cell-attach","flash","2017/02/28",315,"Cell",4,"keep",40,19.9275101713155,16.6776809869538,8,54
55,"exc","flash","2017/02/28",315,"Cell",4,"keep",40,-279.470683078423,11.4328923433129,8,55
56,"inh","flash","2017/02/28",315,"Cell",4,"keep",40,186.626204035181,22.5570991680216,8,56
57,"cell-attach","flash","2017/02/28",0,"Cell",6,"keep",40,8.38601572503133,6.65575671834972,8,57
58,"exc","flash","2017/02/28",0,"Cell",6,"keep",40,-141.527576585677,8.62187204830619,8,58
59,"inh","flash","2017/02/28",0,"Cell",6,"keep",40,134.593966701028,25.6962593020275,8,59
60,"cell-attach","flash","2017/02/28",45,"Cell",6,"keep",40,7.23823839302725,5.40324907198419,8,60
61,"exc","flash","2017/02/28",45,"Cell",6,"keep",40,-123.860403727549,6.06572387037905,8,61
62,"inh","flash","2017/02/28",45,"Cell",6,"keep",40,114.508638323316,12.9125119534111,8,62
63,"cell-attach","flash","2017/02/28",90,"Cell",6,"keep",40,7.41916576314036,4.75642198030746,8,63
64,"exc","flash","2017/02/28",90,"Cell",6,"keep",40,-132.4993821562,10.5749334590802,8,64
65,"inh","flash","2017/02/28",90,"Cell",6,"keep",40,103.293744842749,10.1970586084092,8,65
66,"cell-attach","flash","2017/02/28",135,"Cell",6,"keep",40,7.46599083034262,5.54050253078753,8,66
67,"exc","flash","2017/02/28",135,"Cell",6,"keep",40,-159.588115018462,5.10519055026804,8,67
68,"inh","flash","2017/02/28",135,"Cell",6,"keep",40,141.213355843857,17.9077468843266,8,68
69,"cell-attach","flash","2017/02/28",180,"Cell",6,"keep",40,6.29295360151383,6.24557935987156,8,69
70,"exc","flash","2017/02/28",180,"Cell",6,"keep",40,-125.124304174678,9.06660517605096,8,70
71,"inh","flash","2017/02/28",180,"Cell",6,"keep",40,163.670478471674,23.385677686434,8,71
72,"cell-attach","flash","2017/02/28",225,"Cell",6,"keep",40,5.61914435343314,4.91090868653842,8,72
73,"exc","flash","2017/02/28",225,"Cell",6,"keep",40,-145.729279034734,7.80864036600618,8,73
74,"inh","flash","2017/02/28",225,"Cell",6,"keep",40,104.845270123685,16.6750228726953,8,74
75,"cell-attach","flash","2017/02/28",270,"Cell",6,"keep",40,8.42763882756269,7.36511986638504,8,75
76,"exc","flash","2017/02/28",270,"Cell",6,"keep",40,-137.687759224535,7.45424904337218,8,76
77,"inh","flash","2017/02/28",270,"Cell",6,"keep",40,58.4769151297616,10.8568271310401,8,77
78,"cell-attach","flash","2017/02/28",315,"Cell",6,"keep",40,7.34883523762004,6.09507082898695,8,78
79,"exc","flash","2017/02/28",315,"Cell",6,"keep",40,-156.236203245066,6.24976762718476,8,79
80,"inh","flash","2017/02/28",315,"Cell",6,"keep",40,106.94685486012,16.9421482729349,8,80
